ms,sample,dist,rx_power,fp_power,clock_ppm,score,nlos,peak_fp,fp_conf,sts,iax,iay,iaz,rax,ray,raz,resp_acq_ms,init_acq_ms,resp_profile_opt,init_profile_opt,igx,igy,igz,rgx,rgy,rgz,valid,dist_filt,dist_smooth
369620,151490,0.85,-64.3,-66.5,-1.22,4,7,2.09,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.85,0.81
369622,151491,0.83,-67.9,-69.6,-1.22,4,7,1.94,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.81
369624,151492,0.83,-68.0,-69.9,-1.31,4,7,1.17,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.81
369626,151493,0.78,-62.2,-63.7,-1.12,4,7,1.84,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.81
369628,151494,0.80,-62.2,-64.7,-1.27,4,7,2.02,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.81
369631,151495,0.83,-61.9,-63.8,-1.10,4,7,2.20,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.81
369633,151496,0.83,-63.7,-65.6,-1.25,4,7,1.44,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.82
369635,151497,0.88,-64.2,-65.8,-1.10,4,7,1.80,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.82
369637,151498,0.86,-68.4,-70.2,-1.16,4,7,1.03,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,2,0,1,0.83,0.82
369640,151499,0.86,-63.6,-65.2,-1.19,4,7,1.30,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.86,0.82
369642,151500,0.77,-68.1,-69.6,-1.37,4,7,1.70,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.86,0.82
369644,151501,0.86,-62.2,-64.2,-1.15,4,7,2.22,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.86,0.82
369646,151502,0.84,-61.9,-63.6,-1.16,4,7,1.31,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.86,0.83
369649,151503,0.82,-63.7,-65.5,-1.19,4,7,1.78,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.84,0.83
369651,151504,0.89,-64.2,-66.4,-1.10,4,7,2.11,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.84,0.83
369653,151505,0.83,-68.5,-70.1,-1.30,4,7,1.34,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.84,0.83
369655,151506,0.82,-67.9,-69.5,-1.18,4,7,1.73,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,3,1,1,1,0.83,0.83
369658,151507,0.83,-68.1,-69.8,-1.24,4,7,1.94,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.83,0.83
369660,151508,0.85,-68.6,-70.4,-1.06,4,7,2.33,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.83,0.83
369662,151509,0.83,-63.6,-65.3,-1.19,4,7,1.63,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.83,0.83
369664,151510,0.86,-68.1,-69.8,-1.18,4,7,1.80,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.83,0.83
369667,151511,0.85,-64.2,-66.0,-1.18,4,7,1.25,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.85,0.83
369669,151512,0.83,-63.7,-65.2,-1.19,4,7,1.56,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.85,0.83
369671,151513,0.83,-68.0,-69.7,-1.21,4,7,1.92,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.83,0.83
369673,151514,0.87,-68.6,-70.5,-1.19,4,7,2.25,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.85,0.83
369676,151515,0.84,-63.7,-65.5,-1.13,4,7,1.39,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,3,0,1,1,0.84,0.83
369678,151516,0.87,-68.1,-69.7,-1.06,4,7,1.75,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.84,0.83
369680,151517,0.88,-68.7,-70.5,-1.09,4,7,2.23,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.87,0.84
369682,151518,0.87,-63.7,-65.3,-1.12,4,7,1.41,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.87,0.84
369685,151519,0.80,-68.0,-69.5,-1.27,4,7,1.86,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.87,0.84
369687,151520,0.83,-62.2,-64.0,-1.22,4,7,2.20,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.87,0.84
369689,151521,0.85,-64.0,-65.7,-1.01,4,7,1.53,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.85,0.84
369691,151522,0.85,-67.9,-69.6,-1.10,4,7,1.81,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.85,0.84
369694,151523,0.84,-68.3,-70.5,-1.24,4,7,2.03,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.84,0.84
369696,151524,0.83,-64.3,-65.9,-1.37,4,7,1.38,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,2,6,1,0.84,0.84
369698,151525,0.80,-67.8,-69.5,-1.30,4,7,1.84,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.84,0.84
369700,151526,0.85,-67.9,-69.6,-1.16,4,7,1.92,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.84,0.84
369703,151527,0.85,-63.9,-65.3,-1.31,4,7,1.17,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.84,0.84
369705,151528,0.84,-64.2,-65.8,-1.22,4,7,1.75,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.84,0.84
369707,151529,0.85,-68.0,-69.8,-1.04,4,7,1.94,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.85,0.84
369710,151530,0.86,-68.5,-70.3,-1.12,4,7,1.20,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.85,0.84
369712,151531,0.85,-63.7,-65.3,-1.18,4,7,1.38,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.85,0.84
369714,151532,0.86,-68.1,-69.7,-1.22,4,7,1.80,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.85,0.84
369716,151533,0.87,-64.2,-66.2,-1.21,4,7,2.13,0,0,0,0,0,-5,-4,1034,1,1,35,35,0,0,0,0,-2,2,1,0.86,0.85
369719,151534,0.87,-63.9,-65.5,-1.04,4,7,1.23,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.86,0.85
369721,151535,0.82,-63.9,-65.5,-1.15,4,7,1.69,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.86,0.85
369723,151536,0.83,-68.1,-69.9,-1.19,4,7,1.95,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.86,0.85
369725,151537,0.83,-68.6,-70.3,-1.22,4,7,1.39,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.85
369728,151538,0.83,-68.0,-69.5,-1.25,4,7,1.67,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.85
369730,151539,0.81,-68.0,-69.7,-1.27,4,7,1.98,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.85
369732,151540,0.84,-62.2,-63.9,-1.12,4,7,1.53,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.85
369734,151541,0.83,-68.0,-69.6,-1.22,4,7,1.66,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.84
369737,151542,0.85,-68.1,-69.8,-1.12,4,7,1.83,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,6,1,0.83,0.84
369752,151543,0.83,-68.1,-69.7,-1.18,4,7,1.39,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.83,0.84
369754,151544,0.87,-63.9,-65.7,-1.12,4,7,1.16,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.84,0.84
369756,151545,0.85,-68.5,-70.1,-1.10,4,7,1.67,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.85,0.84
369758,151546,0.83,-68.0,-69.6,-1.19,4,7,1.86,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.84
369761,151547,0.88,-63.9,-65.6,-1.25,4,7,1.97,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.84
369763,151548,0.82,-68.1,-69.7,-1.22,4,7,1.58,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.85
369765,151549,0.85,-62.2,-64.7,-1.13,4,7,2.02,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.85
369767,151550,0.86,-62.2,-64.2,-1.22,4,7,1.23,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.85
369770,151551,0.86,-68.1,-69.7,-1.07,4,7,1.45,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.86,0.85
369772,151552,0.82,-63.7,-65.5,-1.16,4,7,1.83,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.85,0.85
369774,151553,0.87,-68.3,-70.1,-1.10,4,7,1.98,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.86,0.85
369776,151554,0.83,-63.9,-65.5,-1.13,4,7,1.50,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,4,0,1,1,0.86,0.85
369779,151555,0.80,-67.9,-69.6,-1.34,4,7,1.84,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.83,0.85
369781,151556,0.84,-63.7,-65.8,-1.25,4,7,2.05,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.83,0.85
369783,151557,0.86,-63.9,-65.5,-1.18,4,7,1.28,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.84,0.85
369786,151558,0.83,-68.3,-70.1,-1.10,4,7,1.59,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.83,0.85
369788,151559,0.86,-63.7,-65.6,-1.12,4,7,1.86,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.84,0.85
369790,151560,0.82,-61.9,-63.7,-1.21,4,7,2.23,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.84,0.85
369792,151561,0.83,-63.7,-65.3,-1.13,4,7,1.34,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.83,0.85
369795,151562,0.87,-64.0,-65.8,-1.21,4,7,1.88,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,3,-2,1,1,0.83,0.84
369797,151563,0.85,-63.9,-66.0,-1.22,4,7,2.11,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.85,0.85
369799,151564,0.88,-64.3,-65.8,-1.12,4,7,1.33,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.85,0.85
369801,151565,0.80,-63.6,-65.2,-1.28,4,7,1.64,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.85,0.85
369804,151566,0.84,-63.7,-65.5,-1.24,4,7,1.94,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.85,0.85
369806,151567,0.84,-68.3,-70.3,-1.19,4,7,2.17,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.84,0.85
369808,151568,0.83,-63.7,-65.5,-1.15,4,7,1.59,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.84,0.85
369811,151569,0.85,-62.2,-64.5,-1.04,4,7,2.03,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.84,0.85
369813,151570,0.85,-68.0,-70.0,-1.21,4,7,1.13,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.84,0.85
369815,151571,0.85,-64.0,-65.8,-1.21,4,7,1.39,0,0,0,0,0,-5,-4,1033,1,1,35,35,0,0,0,4,-3,1,1,0.85,0.85
369817,151572,0.81,-68.3,-69.9,-1.19,4,7,1.69,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.85,0.85
369820,151573,0.86,-67.9,-69.8,-1.16,4,7,1.98,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.85,0.85
369822,151574,0.89,-63.7,-65.6,-1.00,4,7,1.14,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.85,0.85
369824,151575,0.84,-64.2,-65.8,-1.18,4,7,1.73,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.85,0.85
369826,151576,0.84,-67.9,-69.6,-1.25,4,7,1.98,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.84,0.85
369829,151577,0.83,-67.9,-69.7,-1.27,4,7,1.22,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.84,0.85
369831,151578,0.84,-64.2,-65.8,-1.04,4,7,1.78,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.84,0.85
369833,151579,0.88,-63.9,-65.6,-1.13,4,7,1.91,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.84,0.85
369835,151580,0.85,-63.7,-65.7,-1.19,4,7,2.19,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,2,2,1,1,0.84,0.85
369838,151581,0.87,-64.2,-65.9,-1.21,4,7,1.34,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.85,0.85
369840,151582,0.84,-64.0,-65.7,-1.10,4,7,1.89,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.85,0.85
369842,151583,0.87,-68.0,-70.0,-1.13,4,7,1.98,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.87,0.85
369844,151584,0.88,-63.7,-65.4,-1.06,4,7,1.34,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.87,0.85
369847,151585,0.84,-64.3,-65.8,-1.09,4,7,1.77,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.87,0.85
369849,151586,0.84,-68.0,-69.7,-1.15,4,7,1.97,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.84,0.85
369851,151587,0.84,-63.9,-65.5,-1.24,4,7,1.28,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.84,0.85
369854,151588,0.80,-64.2,-65.9,-1.22,4,7,1.78,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.84,0.85
369856,151589,0.83,-68.0,-69.8,-1.13,4,7,1.95,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,1,-1,1,1,0.84,0.85
369858,151590,0.85,-68.5,-70.4,-1.15,4,7,1.20,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.84,0.85
369860,151591,0.83,-63.7,-65.3,-1.15,4,7,1.33,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.83,0.85
369863,151592,0.86,-68.6,-70.2,-1.03,4,7,1.91,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.83,0.85
369865,151593,0.86,-68.1,-69.9,-1.25,4,7,2.03,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.85,0.85
369867,151594,0.84,-68.1,-69.8,-1.22,4,7,1.39,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.85,0.85
369869,151595,0.85,-68.6,-70.1,-1.15,4,7,1.89,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.85,0.85
369872,151596,0.86,-63.9,-65.7,-1.33,4,7,2.00,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.86,0.85
369874,151597,0.82,-63.6,-65.3,-1.22,4,7,1.52,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.85,0.85
369876,151598,0.82,-63.9,-65.5,-1.15,4,7,1.72,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,0,1,1,0.84,0.85
369878,151599,0.88,-64.3,-66.3,-1.12,4,7,2.05,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.85,0.85
369881,151600,0.86,-63.7,-65.4,-1.13,4,7,1.28,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.86,0.85
369883,151601,0.83,-64.0,-65.8,-1.06,4,7,1.81,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.83,0.85
369885,151602,0.83,-68.1,-69.8,-1.22,4,7,1.97,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.83,0.85
369887,151603,0.85,-68.3,-70.0,-1.16,4,7,1.20,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.85,0.85
369890,151604,0.83,-68.3,-69.9,-1.18,4,7,1.44,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.83,0.85
369892,151605,0.87,-68.0,-69.7,-1.10,4,7,1.88,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.83,0.85
369894,151606,0.88,-68.6,-70.5,-1.10,4,7,1.16,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,-1,1,3,1,0.85,0.85
369910,151607,0.82,-64.2,-65.8,-1.28,4,7,1.78,0,0,0,0,0,-7,-4,1034,1,1,35,35,0,0,0,2,0,4,1,0.85,0.85
369911,151608,0.85,-63.9,-65.5,-1.25,4,7,1.39,0,0,0,0,0,-7,-4,1034,1,1,35,35,0,0,0,2,0,4,1,0.85,0.85
369914,151609,0.79,-67.9,-69.5,-1.30,4,7,1.89,0,0,0,0,0,-7,-4,1034,1,1,35,35,0,0,0,2,0,4,1,0.85,0.85
369916,151610,0.83,-68.1,-70.1,-1.15,4,7,1.13,0,0,0,0,0,-7,-4,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.85
369918,151611,0.82,-61.9,-63.6,-1.30,4,7,1.41,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.82,0.85
369920,151612,0.83,-67.9,-69.4,-1.22,4,7,1.78,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.85
369923,151613,0.87,-64.0,-66.3,-1.19,4,7,2.13,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.84
369925,151614,0.85,-68.2,-69.8,-1.25,4,7,1.19,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.84
369927,151615,0.80,-64.0,-65.6,-1.27,4,7,1.61,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.84
369930,151616,0.82,-68.0,-69.7,-1.25,4,7,1.94,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.83,0.84
369932,151617,0.88,-64.0,-65.9,-1.10,4,7,1.17,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.85,0.84
369934,151618,0.84,-68.0,-69.8,-1.12,4,7,1.53,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-2,0,1,0.84,0.84
369936,151619,0.85,-68.5,-70.1,-1.22,4,7,1.81,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.84,0.84
369939,151620,0.82,-68.0,-69.7,-1.27,4,7,1.94,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.84,0.84
369941,151621,0.83,-64.0,-65.8,-1.24,4,7,1.34,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.84,0.84
369943,151622,0.82,-68.3,-69.8,-1.22,4,7,1.56,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.83,0.84
369945,151623,0.87,-63.7,-65.4,-1.04,4,7,1.81,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.83,0.84
369948,151624,0.80,-61.9,-63.9,-1.31,4,7,2.23,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.82,0.84
369950,151625,0.83,-67.9,-69.5,-1.30,4,7,1.50,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.83,0.84
369952,151626,0.86,-64.2,-65.9,-1.10,4,7,1.92,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.83,0.84
369955,151627,0.86,-63.6,-65.8,-1.16,4,7,2.05,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,2,-3,2,1,0.86,0.84
369957,151628,0.87,-64.2,-65.9,-1.10,4,7,1.38,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.86,0.84
369959,151629,0.81,-68.0,-69.7,-1.18,4,7,1.78,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.86,0.84
369961,151630,0.84,-68.0,-69.7,-1.15,4,7,1.86,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.86,0.84
369964,151631,0.84,-64.0,-65.7,-1.16,4,7,1.30,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.84,0.84
369966,151632,0.83,-63.7,-65.4,-1.16,4,7,1.58,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.84,0.84
369968,151633,0.86,-68.1,-69.8,-1.10,4,7,1.89,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.84,0.84
369970,151634,0.79,-64.2,-66.2,-1.16,4,7,2.33,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.84,0.84
369973,151635,0.83,-63.9,-65.5,-1.15,4,7,1.63,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.83,0.84
369975,151636,0.83,-68.0,-69.7,-1.25,4,7,2.00,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,2,0,1,0.83,0.84
369977,151637,0.85,-68.0,-69.9,-1.22,4,7,2.03,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.83,0.84
369979,151638,0.85,-64.0,-65.7,-1.04,4,7,1.63,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.83,0.84
369982,151639,0.85,-64.2,-65.9,-1.21,4,7,1.92,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.85,0.84
369984,151640,0.90,-61.9,-63.6,-1.21,4,7,1.92,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.85,0.84
369986,151641,0.81,-78.7,-81.0,-1.21,4,6,2.52,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.85,0.84
369989,151642,0.88,-63.9,-65.5,-1.10,4,7,1.36,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.85,0.84
369991,151643,0.82,-68.1,-69.8,-1.13,4,7,1.77,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.85,0.84
369993,151644,0.87,-67.9,-69.8,-1.12,4,7,1.97,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,-1,1,0.87,0.85
369995,151645,0.88,-68.1,-69.8,-1.00,4,7,1.23,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,-1,0,1,1,0.87,0.85
369998,151646,0.81,-68.0,-69.5,-1.27,4,7,1.67,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.87,0.85
370000,151647,0.84,-67.9,-69.5,-1.25,4,7,1.91,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.84,0.85
370002,151648,0.83,-68.0,-69.9,-1.13,4,7,1.31,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.84,0.85
370005,151649,0.83,-64.0,-65.6,-1.28,4,7,1.61,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.83,0.85
370007,151650,0.87,-64.0,-65.7,-1.09,4,7,1.88,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.83,0.85
370009,151651,0.87,-68.1,-69.8,-1.15,4,7,2.16,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.84,0.85
370011,151652,0.83,-68.1,-69.7,-1.27,4,7,1.47,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.83,0.85
370014,151653,0.86,-68.6,-70.2,-1.22,4,7,1.92,0,0,0,0,0,-5,-6,1034,1,1,35,35,0,0,0,1,1,1,1,0.86,0.85
370016,151654,0.87,-63.6,-65.5,-1.18,4,7,1.98,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,1,2,2,1,0.87,0.85
370018,151655,0.82,-68.1,-69.7,-1.16,4,7,1.59,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,1,2,2,1,0.86,0.85
370020,151656,0.86,-63.9,-65.6,-1.03,4,7,1.97,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,1,2,2,1,0.86,0.85
370023,151657,0.85,-61.9,-63.8,-1.16,4,7,2.13,0,0,0,0,0,-6,-5,1034,1,1,35,35,0,0,0,1,2,2,1,0.86,0.85
